,y_test,xgb_y_pred,y_test
11549,7.3,10.50110626,7.3
11550,5,4.933029175,5
11551,2.5,3.262517929,2.5
11552,17.6,17.86114311,17.6
11553,7.7,14.49500847,7.7
11554,8.78,10.10697937,8.78
11555,11.2,15.94314575,11.2
11556,18,17.98093033,18
11557,22,21.95633125,22
11558,38,32.53259277,38
11559,1.8,1.665766835,1.8
11560,9.8,11.17365646,9.8
11561,13,10.35934639,13
11562,9.3,11.18930244,9.3
11563,16.5,15.96927071,16.5
11564,10,10.17988205,10
11565,17.9,18.61107445,17.9
11566,6,5.941012859,6
11567,39.8,20.23178291,39.8
11568,38,28.93320084,38
11569,21,21.01433563,21
11570,4.8,3.821354628,4.8
11571,14,17.34417152,14
11572,16.3,16.46306038,16.3
11573,7,7.79803133,7
11574,23.8,22.92921448,23.8
11575,7.65,7.603354454,7.65
11576,13,8.610994339,13
11577,20,19.95557976,20
11578,12.2,14.0155983,12.2
11579,27,26.93289566,27
11580,8,8.021018982,8
11581,11.8,12.86309052,11.8
11582,1.48,4.229188919,1.48
11583,18.5,18.62833405,18.5
11584,26.9,30.26596069,26.9
11585,15.99,21.28374481,15.99
11586,15.5,15.76724625,15.5
11587,14.98,15.30131531,14.98
11588,16,17.1716156,16
11589,19.6,19.86907768,19.6
11590,5.6,6.047816277,5.6
11591,7.2,7.660496712,7.2
11592,23,23.32269096,23
11593,4.65,3.948221684,4.65
11594,10.68,10.97599888,10.68
11595,7,7.001553059,7
11596,34,33.83296967,34
11597,11.5,11.18791389,11.5
11598,9,11.22079277,9
11599,23,28.85158348,23
11600,4,4.049954414,4
11601,11.2,8.962153435,11.2
11602,18,18.09208298,18
11603,26.5,29.77890587,26.5
11604,18,17.82539749,18
11605,20,19.80725479,20
11606,1.88,1.712026119,1.88
11607,11.68,8.007308006,11.68
11608,5.6,5.741305351,5.6
11609,16,16.04367065,16
11610,10.6,9.953537941,10.6
11611,16,17.18395805,16
11612,11,10.95756531,11
11613,1.58,2.825240135,1.58
11614,3.5,4.530449867,3.5
11615,16.2,17.14885521,16.2
11616,15.8,16.37055016,15.8
11617,7.5,7.275025845,7.5
11618,20,20.06311989,20
11619,37,34.99223709,37
11620,20.28,17.94788742,20.28
11621,3.8,3.988425016,3.8
11622,3,5.688031673,3
11623,8.8,7.967561722,8.8
11624,37,36.64938354,37
11625,18.68,20.46071243,18.68
11626,23.2,24.43167305,23.2
11627,15,14.81024742,15
11628,23.98,24.57247734,23.98
11629,26,25.80474472,26
11630,5.38,4.973673344,5.38
11631,10.08,7.686903954,10.08
11632,4.9,4.543583393,4.9
11633,28,27.83698845,28
11634,6,5.989962101,6
11635,35.8,32.60041428,35.8
11636,12.5,13.0530653,12.5
11637,8.8,8.841883659,8.8
11638,17.5,18.53924179,17.5
11639,15,15.35947895,15
11640,25,24.11378288,25
11641,6.6,9.533089638,6.6
11642,10.8,12.37565613,10.8
11643,4.5,3.856253386,4.5
11644,4,3.145859241,4
11645,20,23.3462925,20
11646,21.3,21.03203011,21.3
11647,3,3.097851038,3
11648,22,24.77039909,22
11649,15.15,16.5495472,15.15
11650,2.8,2.445217133,2.8
11651,6.88,6.568847656,6.88
11652,26,25.9615097,26
11653,25.8,27.63249397,25.8
11654,4.8,5.49364233,4.8
11655,3.5,3.073675394,3.5
11656,19.58,21.36159134,19.58
11657,17.88,14.83296871,17.88
11658,17.5,16.3251915,17.5
11659,9,9.508681297,9
11660,20,19.98970604,20
11661,17,16.97709465,17
11662,14,15.12472534,14
11663,18,18.16521835,18
11664,7.5,9.786821365,7.5
11665,32,28.74405479,32
11666,20,20.20212746,20
11667,6,5.991219044,6
11668,4.18,5.470890999,4.18
11669,25,22.71949577,25
11670,1.38,1.956554055,1.38
11671,9.9,10.62966251,9.9
11672,8.5,7.351532936,8.5
11673,28,23.31330681,28
11674,11,11.16976452,11
11675,19,18.94615555,19
11676,8.7,9.523648262,8.7
11677,19.5,18.89882851,19.5
11678,13,15.03015423,13
11679,9.88,9.639836311,9.88
11680,3.2,3.879487276,3.2
11681,28,28.10452843,28
11682,14,14.9469862,14
11683,15.5,14.28474998,15.5
11684,23,22.89330864,23
11685,24,24.14074135,24
11686,4,4.810006142,4
11687,4.8,4.659331799,4.8
11688,16.1,15.88152313,16.1
11689,25,24.61641121,25
11690,19.8,21.89474106,19.8
11691,22,22.03047752,22
11692,19.5,18.13929176,19.5
11693,27.6,28.99908257,27.6
11694,26.5,27.56447411,26.5
11695,24,23.79739189,24
11696,12,13.57275105,12
11697,24,23.99138069,24
11698,9.8,7.744741917,9.8
11699,12,11.86756611,12
11700,15.3,14.61437321,15.3
11701,20.88,24.38475418,20.88
11702,4,3.824111938,4
11703,6.5,4.985895157,6.5
11704,21,20.51746178,21
11705,7.8,8.347191811,7.8
11706,3.6,4.610329628,3.6
11707,21.8,18.4271183,21.8
11708,21.68,21.43356895,21.68
11709,18,18.24402428,18
11710,16.5,14.01124382,16.5
11711,3,2.892965555,3
11712,27.8,30.49515343,27.8
11713,6,6.498691082,6
11714,21.2,18.66477966,21.2
11715,16.5,22.09397888,16.5
11716,27,27.02308083,27
11717,11,10.93476105,11
11718,18.89,16.76181221,18.89
11719,17.38,17.75227737,17.38
11720,16,16.00775146,16
11721,11.25,14.99624538,11.25
11722,6.38,5.665182114,6.38
11723,4,4.945664406,4
11724,15,15.60419178,15
11725,18.8,18.46392632,18.8
11726,18,17.8674984,18
11727,36.5,36.54600906,36.5
11728,7.08,8.616452217,7.08
11729,21,20.85791969,21
11730,7.98,10.84174442,7.98
11731,22,22.03754044,22
11732,4.5,5.683582783,4.5
11733,11,11.02728844,11
11734,5.88,7.215751171,5.88
11735,25,25.14177132,25
11736,28.58,26.15958786,28.58
11737,5.5,5.606477261,5.5
11738,9,8.956790924,9
11739,1.98,2.363731861,1.98
11740,7.5,8.836097717,7.5
11741,21,21.02968788,21
11742,27,26.98550224,27
11743,28,20.47200966,28
11744,4,4.403819561,4
11745,10,10.10610771,10
11746,15.5,15.46240807,15.5
11747,5,5.195507526,5
11748,5.6,5.670278549,5.6
11749,5.8,5.721443176,5.8
11750,7.5,9.036644936,7.5
11751,5.3,5.299460411,5.3
11752,16.58,15.99287033,16.58
11753,19.5,22.71527863,19.5
11754,8.9,10.03497505,8.9
11755,15.58,15.51615334,15.58
11756,25,24.84596443,25
11757,2.5,2.453629732,2.5
11758,6,6.208590508,6
11759,10.66,10.29417515,10.66
11760,18,17.75695992,18
11761,32,31.54964447,32
11762,16.8,17.07650757,16.8
11763,25.88,28.55027199,25.88
11764,19,18.76746559,19
11765,7,6.711029053,7
11766,12.1,11.21859932,12.1
11767,33,29.05081367,33
11768,7.5,6.768728733,7.5
11769,16.6,15.15900707,16.6
11770,1,1.518633485,1
11771,10.58,11.42464352,10.58
11772,9,7.805564404,9
11773,11,8.394436836,11
11774,7.5,9.296281815,7.5
11775,12.29,12.880023,12.29
11776,9,8.220619202,9
11777,10.5,11.64542866,10.5
11778,12,11.85549259,12
11779,24,23.84069443,24
11780,12.2,14.39810753,12.2
11781,19.5,21.06532478,19.5
11782,18.8,19.45141792,18.8
11783,25,25.06418991,25
11784,32,33.74692917,32
11785,28,24.55472374,28
11786,17,16.99293137,17
11787,1.38,2.550633192,1.38
11788,15.5,14.81785393,15.5
11789,28,27.43041992,28
11790,16.5,14.44023514,16.5
11791,10,9.801647186,10
11792,2.5,3.219990969,2.5
11793,14.5,14.95598221,14.5
11794,22.5,20.00258827,22.5
11795,28,29.66796112,28
11796,11.5,12.21248245,11.5
11797,3.5,3.086385489,3.5
11798,16.9,19.04751015,16.9
11799,23,21.81901932,23
11800,4.88,6.690729618,4.88
11801,16.3,17.78339386,16.3
11802,25,24.96607018,25
11803,5,5.112770081,5
11804,4.88,5.259143829,4.88
11805,7.2,3.460141182,7.2
11806,28,27.95145416,28
11807,12.88,14.40711117,12.88
11808,17.5,18.68108559,17.5
11809,12,12.09109974,12
11810,11,11.0354538,11
11811,19,19.0869236,19
11812,25,22.75682831,25
11813,25.1,20.88432884,25.1
11814,23,22.99089813,23
11815,9.1,8.970140457,9.1
11816,15,12.89755249,15
11817,16.58,17.26076889,16.58
11818,18.9,22.1584053,18.9
11819,25,25.13435745,25
11820,21,21.06411362,21
11821,3.28,2.208690643,3.28
11822,6.8,5.533145428,6.8
11823,18,18.43632317,18
11824,20.98,19.36385727,20.98
11825,5.58,4.92035532,5.58
11826,11.66,10.85801792,11.66
11827,21,21.12323189,21
11828,12,11.90161228,12
11829,12.28,12.04277134,12.28
11830,20,19.95869637,20
11831,3.1,3.752027273,3.1
11832,7.8,10.73126411,7.8
11833,17.3,17.77789688,17.3
11834,23,23.15875053,23
11835,28.89,24.55872154,28.89
11836,19.18,22.11388588,19.18
11837,2,2.050587893,2
11838,23.98,21.75788689,23.98
11839,26.5,25.17313385,26.5
11840,7.98,9.781205177,7.98
11841,20,20.05592155,20
11842,25.5,25.20310402,25.5
11843,7.98,8.439534187,7.98
11844,18.5,16.65496254,18.5
11845,8.5,10.38017559,8.5
11846,35.99,29.73695755,35.99
11847,17.5,17.49279213,17.5
11848,21,20.97148895,21
11849,5.58,4.827962399,5.58
11850,28.5,26.43447304,28.5
11851,12,12.24680519,12
11852,23,23.06170273,23
11853,20.38,20.33173752,20.38
11854,5.6,8.496355057,5.6
11855,12,14.04728985,12
11856,17.5,17.54030418,17.5
11857,12.5,12.29454613,12.5
11858,4.5,4.85504055,4.5
11859,20,20.97549438,20
11860,34.9,31.71317482,34.9
11861,12.58,10.34226036,12.58
11862,11.88,10.31530094,11.88
11863,10,11.74476624,10
11864,7.5,10.18833637,7.5
11865,12.8,9.172330856,12.8
11866,20,20.24277306,20
11867,34,33.76937103,34
11868,12.5,14.40517712,12.5
11869,12.3,14.62601662,12.3
11870,11,10.95577526,11
11871,18,17.6680603,18
11872,20.5,23.35951996,20.5
11873,7,6.914552212,7
11874,26.8,25.6219368,26.8
11875,7,6.819061756,7
11876,12.5,11.84753323,12.5
11877,18,18.05882835,18
11878,22.5,21.39572716,22.5
11879,16,15.99659824,16
11880,17.5,16.20424843,17.5
11881,3,3.185407162,3
11882,7.98,7.920764446,7.98
11883,6,5.77946949,6
11884,3.18,2.913602591,3.18
11885,20,21.24726486,20
11886,14.8,13.51468468,14.8
11887,7.98,9.107158661,7.98
11888,12,12.16580486,12
11889,14.5,12.77786922,14.5
11890,18.88,18.15200996,18.88
11891,11,13.04009628,11
11892,26,25.93665123,26
11893,24.5,18.56411552,24.5
11894,23.58,26.43795967,23.58
11895,12,11.45800018,12
11896,23,22.79625702,23
11897,24.5,23.48028564,24.5
11898,16.5,17.0431385,16.5
11899,5.68,6.68214941,5.68
11900,12,11.88231754,12
11901,6.3,4.862588406,6.3
11902,14.8,14.28660202,14.8
11903,3.88,3.36341548,3.88
11904,18,17.95323563,18
11905,25,24.72136307,25
11906,4.5,6.444396973,4.5
11907,7.2,6.53520155,7.2
11908,21,20.99829483,21
11909,12,12.2343483,12
11910,7.8,8.31985569,7.8
11911,27,26.97789192,27
11912,9.5,8.391512871,9.5
11913,25.5,22.84722137,25.5
11914,9.5,10.70801353,9.5
11915,3,2.973027468,3
11916,4.5,4.731653214,4.5
11917,35,33.16541672,35
11918,16,16.07057953,16
11919,7,7.053778172,7
11920,19,22.21719933,19
11921,32,33.11156464,32
11922,10,10.23241615,10
11923,15,14.6116991,15
11924,24,24.09846497,24
11925,18.6,17.20897865,18.6
11926,7,8.273724556,7
11927,4.7,4.938432217,4.7
11928,26,26.22642899,26
11929,11.58,17.12258148,11.58
11930,24.5,23.07279396,24.5
11931,25,21.26135445,25
11932,11.8,10.16363716,11.8
11933,20,23.3462925,20
11934,7.98,6.932059288,7.98
11935,15.38,17.85953903,15.38
11936,2.98,3.485501528,2.98
11937,9.2,9.144555092,9.2
11938,11.3,11.13124084,11.3
11939,22.8,29.29499245,22.8
11940,28.98,27.58411407,28.98
11941,7.8,9.934801102,7.8
11942,5,5.084667683,5
11943,10.2,9.533984184,10.2
11944,12.8,11.19493008,12.8
11945,29,26.12775612,29
11946,20,19.91741371,20
11947,35,34.45482635,35
11948,22,22.22039032,22
11949,9.5,10.26631927,9.5
11950,2,3.379572868,2
11951,16,16.10050774,16
11952,18,23.62742233,18
11953,2.8,2.91774416,2.8
11954,20,20.10081482,20
11955,1.88,1.614605546,1.88
11956,6.88,8.67110157,6.88
11957,19,19.33558464,19
11958,19,18.99116325,19
11959,18,18.00130463,18
11960,10.5,11.61967278,10.5
11961,22,22.32786942,22
11962,23.8,21.68382454,23.8
11963,8,8.11551857,8
11964,14,15.95959759,14
11965,20,19.90051079,20
11966,5,4.914689541,5
11967,21,21.0582695,21
11968,7.18,8.083885193,7.18
11969,15.3,13.44567394,15.3
11970,17,17.20924759,17
11971,16.98,20.98446465,16.98
11972,15.12,15.90305614,15.12
11973,22,22.07626724,22
11974,13,11.76854992,13
11975,9.88,11.88208199,9.88
11976,7.5,9.098582268,7.5
11977,5.68,5.233573437,5.68
11978,23,23.04582596,23
11979,15,14.92830276,15
11980,22,21.920084,22
11981,35.5,37.0276947,35.5
11982,2.98,2.396179914,2.98
11983,10.8,10.22765446,10.8
11984,1.3,2.382753134,1.3
11985,20,19.93929291,20
11986,5.9,6.437244892,5.9
11987,3.75,5.924926281,3.75
11988,3.4,3.259329319,3.4
11989,35.8,36.02590942,35.8
11990,2.6,2.93018055,2.6
11991,16.28,17.36649132,16.28
11992,18.6,15.3325119,18.6
11993,26,25.95419121,26
11994,9.5,10.68198204,9.5
11995,2.88,2.870692015,2.88
11996,1,1.460502863,1
11997,9.5,8.648103714,9.5
11998,25,24.11378288,25
11999,5.8,7.575069427,5.8
12000,8.98,12.26064491,8.98
12001,37.5,35.39753342,37.5
12002,16.6,16.07925987,16.6
12003,10.88,11.54492092,10.88
12004,3.2,3.131033421,3.2
12005,24.5,18.26645851,24.5
12006,25.88,17.68852425,25.88
12007,13,12.94079304,13
12008,26,26.15082741,26
12009,17.38,17.51494598,17.38
12010,2.5,2.778422832,2.5
12011,20,20.02129555,20
12012,8,17.46120644,8
12013,16.3,16.97089767,16.3
12014,4,5.987980366,4
12015,22,22.03457451,22
12016,3.5,4.094931126,3.5
12017,16,14.98613453,16
12018,6.8,7.095462322,6.8
12019,9.1,6.982985973,9.1
12020,9.88,12.65328979,9.88
12021,5.2,3.306710243,5.2
12022,14.98,15.01476383,14.98
12023,7.2,5.563258648,7.2
12024,12.88,13.78501987,12.88
12025,22,21.95382881,22
12026,23.5,24.49863625,23.5
12027,19,19.03435326,19
12028,20,20.02725792,20
12029,15.8,14.17922115,15.8
12030,9.5,9.00688839,9.5
12031,26,27.58655357,26
12032,9,10.27143383,9
12033,3.2,3.747806549,3.2
12034,9.8,10.22751999,9.8
12035,19.58,19.44395256,19.58
12036,15.2,15.42096329,15.2
12037,8.2,10.26515102,8.2
12038,11.98,9.32658577,11.98
12039,21,17.43065643,21
12040,35,33.88904953,35
12041,19.5,20.77102852,19.5
12042,7.4,7.688337326,7.4
12043,26.88,27.22884941,26.88
12044,15,15.01040459,15
12045,16.8,15.7863369,16.8
12046,5.98,5.578762531,5.98
12047,15.88,17.16644478,15.88
12048,11.6,12.37506676,11.6
12049,18,17.88319969,18
12050,6.8,5.980715275,6.8
12051,8,7.891802788,8
12052,6.5,7.199139595,6.5
12053,22,22.15209579,22
12054,22,23.64792633,22
12055,22,23.98292732,22
12056,19,15.11138248,19
12057,8.38,7.318225384,8.38
12058,35,32.85604095,35
12059,22,21.7870121,22
12060,12,12.18715954,12
12061,4,4.020377159,4
12062,23.88,24.56039238,23.88
12063,6.38,7.035317898,6.38
12064,5,5.005333424,5
12065,25,25.07383728,25
12066,4,3.213598728,4
12067,3.3,2.987010717,3.3
12068,20,19.8433094,20
12069,18.88,17.52824593,18.88
12070,16.6,17.71707153,16.6
12071,18,17.84161186,18
12072,3.6,4.242237091,3.6
12073,5.5,3.829017878,5.5
12074,7.68,7.120847225,7.68
12075,17,17.02773285,17
12076,17,17.09141541,17
12077,23,23.07732582,23
12078,22.8,21.70423698,22.8
12079,5.8,5.92506361,5.8
12080,27,24.33707619,27
12081,20,19.80999947,20
12082,17.2,15.33302402,17.2
12083,26,28.32610893,26
12084,18.5,17.76965332,18.5
12085,4,3.972970724,4
12086,5.6,9.735677719,5.6
12087,12,12.06650162,12
12088,10,14.83753204,10
12089,25,24.94419098,25
12090,9.18,10.87806892,9.18
12091,6.9,6.603163242,6.9
12092,8,8.15790844,8
12093,25.5,27.82350349,25.5
12094,11,10.99546432,11
12095,18,16.00014114,18
12096,4.9,5.911961555,4.9
12097,8.8,6.807317257,8.8
12098,12,10.79000187,12
12099,4.68,4.380020618,4.68
12100,22,22.02387238,22
12101,16,16.06176186,16
12102,15.5,17.13195801,15.5
12103,15.8,14.50856209,15.8
12104,4,3.994492531,4
12105,3.65,3.288601875,3.65
12106,20,20.57549095,20
12107,14.6,16.10870743,14.6
12108,15,15.04353237,15
12109,24.58,22.16675186,24.58
12110,28.3,25.03263855,28.3
12111,4.7,5.9827528,4.7
12112,17,15.17927265,17
12113,18,17.33937263,18
12114,39,36.56839752,39
12115,38,36.17149734,38
12116,11,10.86711979,11
12117,5,5.125025272,5
12118,6.6,6.68241024,6.6
12119,10,10.00743484,10
12120,5.7,4.663868904,5.7
12121,10.5,10.94028568,10.5
12122,6.3,7.792463779,6.3
12123,5.18,7.12249279,5.18
12124,28,27.97465324,28
12125,12,12.33883858,12
12126,5,4.861792564,5
12127,12,14.15669823,12
12128,16,15.71092129,16
12129,10.5,11.04244709,10.5
12130,6.68,6.819880962,6.68
12131,4.58,4.681210518,4.58
12132,17.5,21.032547,17.5
12133,25,24.68149948,25
12134,9.5,9.564272881,9.5
12135,10.5,11.48527241,10.5
12136,3.68,3.246027231,3.68
12137,8,8.009755135,8
12138,24.5,17.60001755,24.5
12139,29,27.5241127,29
12140,11.68,13.54133129,11.68
12141,7,7.102778435,7
12142,23.8,18.4161911,23.8
12143,8.56,5.779473305,8.56
12144,14,13.09119797,14
12145,21,25.74607277,21
12146,29,26.55111694,29
12147,1.5,2.256965399,1.5
12148,10.98,11.73190784,10.98
12149,22.18,18.74159241,22.18
12150,11.7,9.589424133,11.7
12151,12,17.04590797,12
12152,16.6,12.38863087,16.6
12153,20,20.11911392,20
12154,15,14.6116991,15
12155,32.3,24.95305824,32.3
12156,7.9,10.57920265,7.9
12157,12,12.13624382,12
12158,28,28.00780487,28
12159,2.4,3.067685843,2.4
12160,11.8,11.12992001,11.8
12161,10,10.06732464,10
12162,7.3,6.939283848,7.3
12163,15,14.85976505,15
12164,25,25.2030201,25
12165,9.9,9.361298561,9.9
12166,14.4,15.48108196,14.4
12167,18.28,18.94875145,18.28
12168,11,8.394436836,11
12169,20,19.95861244,20
12170,20.98,21.35163116,20.98
12171,19,19.02444458,19
12172,12,10.39233398,12
12173,18,20.9104023,18
12174,18.8,19.44001961,18.8
12175,27,26.97729683,27
12176,20,20.29172325,20
12177,23,19.77846718,23
12178,39.8,36.9029541,39.8
12179,16,16.19923019,16
12180,28.6,27.50460625,28.6
12181,19,18.95828247,19
12182,2.8,3.562119007,2.8
12183,28.2,26.66612434,28.2
12184,34,30.28856277,34
12185,8.5,9.558953285,8.5
12186,17.6,17.76324081,17.6
12187,11,11.00457573,11
12188,3.2,3.850643396,3.2
12189,28,22.59358215,28
12190,12.5,10.55581665,12.5
12191,20.5,21.7736454,20.5
12192,6.3,5.645243168,6.3
12193,32.8,35.6594162,32.8
12194,9.3,9.539123535,9.3
12195,25,24.34485626,25
12196,3.5,4.158043861,3.5
12197,10.5,11.88387871,10.5
12198,21,21.08990288,21
12199,22,22.15972328,22
12200,6,4.88064146,6
12201,9,9.280310631,9
12202,7,6.979323387,7
12203,17,16.91766167,17
12204,16.5,16.97333717,16.5
12205,15,15.20863438,15
12206,7,7.866314888,7
12207,9.78,9.43591404,9.78
12208,3,2.59610033,3
12209,4,3.861466169,4
12210,3,4.747562408,3
12211,21,24.2563076,21
12212,9.3,6.935191631,9.3
12213,18.88,19.6909523,18.88
12214,2.5,5.547537804,2.5
12215,4.8,5.119797707,4.8
12216,9.38,9.39317131,9.38
12217,6.8,11.28652763,6.8
12218,8,8.000535965,8
12219,2.76,2.263504267,2.76
12220,4.38,5.889577389,4.38
12221,25.2,25.09884262,25.2
12222,21,23.21064568,21
12223,8.88,5.653122425,8.88
12224,21,21.08896637,21
12225,12.6,10.15757942,12.6
12226,25.9,23.36144638,25.9
12227,15,15.4576025,15
12228,1.5,2.408268452,1.5
12229,18,14.42472935,18
12230,33,31.26860619,33
12231,4.3,4.455613136,4.3
12232,19,18.82229805,19
12233,26.28,26.3443718,26.28
12234,9,8.944631577,9
12235,28,28.1128006,28
12236,18.35,24.39975929,18.35
12237,2.8,2.487367868,2.8
12238,12,12.08585072,12
12239,19,19.27808189,19
12240,15,15.21732044,15
12241,4.65,4.025430202,4.65
12242,3.3,3.412257195,3.3
12243,5,4.900250435,5
12244,15,14.64358997,15
12245,19.78,23.71469116,19.78
12246,22.8,22.36393166,22.8
12247,8,7.939975262,8
12248,22,17.64030266,22
12249,10,10.02743053,10
12250,23.8,23.42242622,23.8
12251,23,24.0302906,23
12252,4,3.824111938,4
12253,14.8,13.71800709,14.8
12254,23,22.88860703,23
12255,5,5.057027817,5
12256,36.8,37.13016129,36.8
12257,22.8,27.2427597,22.8
12258,15,13.01480389,15
12259,10.6,8.813268661,10.6
12260,7.2,6.787463665,7.2
12261,9,10.16292953,9
12262,9.98,11.49536037,9.98
12263,7.58,7.791072845,7.58
12264,7.8,8.477343559,7.8
12265,20,19.92701912,20
12266,12,11.93729019,12
12267,15,15.16467285,15
12268,28,27.83788681,28
12269,15,15.10965729,15
12270,28,24.31461716,28
12271,11.5,10.95838547,11.5
12272,19,18.98901367,19
12273,16,15.93735504,16
12274,4,4.033948898,4
12275,16,15.96558189,16
12276,22.5,25.00286293,22.5
12277,7.68,8.129909515,7.68
12278,20,20.38431549,20
12279,9.8,9.122839928,9.8
12280,28.5,25.96430206,28.5
12281,26,27.32183266,26
12282,17,18.88378334,17
12283,10,10.1001358,10
12284,22.8,24.66392899,22.8
12285,21,21.84957695,21
12286,12,10.83883953,12
12287,37,35.16744995,37
12288,8,6.99207449,8
12289,5,5.134680748,5
12290,36,35.95252991,36
12291,18.28,18.61449623,18.28
12292,4,7.931486607,4
12293,5,5.043582916,5
12294,10.5,10.59192562,10.5
12295,4,3.987051487,4
12296,19,23.71420097,19
12297,24,24.07697296,24
12298,6.38,7.515140057,6.38
12299,3.58,4.353284359,3.58
12300,18,16.376791,18
12301,12.8,14.66679955,12.8
12302,24.5,22.46317673,24.5
12303,3.8,5.419056892,3.8
12304,14.8,16.00437927,14.8
12305,3.7,3.508299828,3.7
12306,12.5,12.47963428,12.5
12307,19.5,17.95167732,19.5
12308,19.66,18.33002853,19.66
12309,28,28.08226776,28
12310,7.38,9.54522419,7.38
12311,2.98,2.797736406,2.98
12312,26,25.84352303,26
12313,2.39,2.451335907,2.39
12314,21,20.86120796,21
12315,3,3.092249155,3
12316,9,9.084150314,9
12317,25,24.97276878,25
12318,22.8,21.74201584,22.8
12319,28.5,27.58394814,28.5
12320,5.98,6.419911385,5.98
12321,16,17.02964592,16
12322,8.8,10.66246319,8.8
12323,20,19.97903633,20
12324,18,17.79813957,18
12325,11.58,14.08802032,11.58
12326,28.3,28.90819931,28.3
12327,8.8,9.059366226,8.8
12328,15.8,16.05426788,15.8
12329,11.5,14.42420673,11.5
12330,22,23.98292732,22
12331,20,20.25811386,20
12332,23.36,24.05049324,23.36
12333,1.2,1.612342358,1.2
12334,11,10.95911694,11
12335,4.5,5.243299961,4.5
12336,28,24.56198502,28
12337,28,28.61563683,28
12338,9.2,8.052279472,9.2
12339,13,9.603456497,13
12340,5.18,4.910813808,5.18
12341,22,21.0220089,22
12342,19.2,16.90658379,19.2
12343,14.5,15.10212898,14.5
12344,4,6.661544323,4
12345,8,8.116242409,8
12346,8.08,8.877047539,8.08
12347,11,10.87899017,11
12348,10,10.00563049,10
12349,34,34.06066513,34
12350,15,9.753738403,15
12351,18,17.86220932,18
12352,34.3,32.4010582,34.3
12353,23.5,21.51877213,23.5
12354,17.5,18.88030243,17.5
12355,4.78,4.531200409,4.78
12356,17.5,16.04679489,17.5
12357,6.2,5.821748734,6.2
12358,28.5,29.87614822,28.5
12359,7.58,7.264868259,7.58
12360,14.8,13.84282303,14.8
12361,26,26.21847916,26
12362,26.58,25.98209953,26.58
12363,3,2.989230871,3
12364,20,19.9286747,20
12365,7.5,9.425868988,7.5
12366,15.3,18.61305428,15.3
12367,7.5,15.28583431,7.5
12368,9.4,9.597652435,9.4
12369,9.2,11.60197067,9.2
12370,25,24.82801819,25
12371,11.5,10.28030014,11.5
12372,11.5,12.36327457,11.5
12373,6.98,7.077289104,6.98
12374,12,11.87062263,12
12375,7.68,8.512804031,7.68
12376,21,21.03367996,21
12377,36.5,35.16812897,36.5
12378,16.5,11.81194401,16.5
12379,4.68,5.155854225,4.68
12380,11,10.86242008,11
12381,15,15.13477612,15
12382,5.38,7.777780056,5.38
12383,18.8,23.34644318,18.8
12384,18.98,15.54846001,18.98
12385,15,15.06402206,15
12386,17,17.2619381,17
12387,21,21.08815193,21
12388,27,26.8943119,27
12389,14,12.4452858,14
12390,5.6,6.250026226,5.6
12391,24,23.98799896,24
12392,15,14.89283657,15
12393,25,24.98733711,25
12394,11.28,11.74707508,11.28
12395,28,21.44248199,28
12396,25.99,29.20537567,25.99
12397,8.5,9.064538956,8.5
12398,18.93,20.46778107,18.93
12399,19.9,21.79469109,19.9
12400,18.8,20.00501442,18.8
12401,37,33.4624176,37
12402,24,23.80416679,24
12403,12.68,10.6168108,12.68
12404,14.88,15.2760973,14.88
12405,8.2,6.980570316,8.2
12406,22.93,19.5112133,22.93
12407,32.5,34.11709976,32.5
12408,16.8,19.17630577,16.8
12409,6.88,5.578718185,6.88
12410,16.66,15.04671574,16.66
12411,16,17.41046143,16
12412,27,26.82984161,27
12413,9,9.127352715,9
12414,16,15.99337578,16
12415,38.98,34.07396698,38.98
12416,10.5,10.16336823,10.5
12417,17.98,15.94923782,17.98
12418,38,33.96189117,38
12419,17.6,20.84871483,17.6
12420,16.61,15.04604626,16.61
12421,15,15.02157497,15
12422,18,18.32765198,18
12423,20,20.19416046,20
12424,9,8.961640358,9
12425,8.2,7.638313293,8.2
12426,9.88,9.388476372,9.88
12427,20.3,25.25574112,20.3
12428,28,27.7558136,28
12429,16.8,17.1711998,16.8
12430,8.3,9.507705688,8.3
12431,25,24.81666565,25
12432,8,7.683759212,8
12433,18.8,19.67270851,18.8
12434,14.8,14.24562359,14.8
12435,12,12.64958477,12
12436,12.8,11.04761791,12.8
12437,9.2,7.362512112,9.2
12438,6.48,6.482153893,6.48
12439,32,32.04880905,32
12440,22,21.93600655,22
12441,15.98,16.36296272,15.98
12442,10.5,11.90941811,10.5
12443,16,23.52223015,16
12444,5,4.721142769,5
12445,9.98,9.727333069,9.98
12446,36,35.96609116,36
12447,12,11.85010147,12
12448,8.2,8.45599556,8.2
12449,10.5,8.613464355,10.5
12450,9.5,10.36426735,9.5
12451,11,11.00242901,11
12452,25.9,28.61053085,25.9
12453,26,25.7664547,26
12454,4.6,4.993856907,4.6
12455,3.98,4.813328743,3.98
12456,32.98,25.33921432,32.98
12457,8.5,8.610171318,8.5
12458,1.38,1.195678473,1.38
12459,3,3.288427591,3
12460,4,4.118954659,4
12461,22,22.0073185,22
12462,18,20.61078262,18
12463,28,27.78693771,28
12464,25,24.72676277,25
12465,15.8,17.01337814,15.8
12466,17.68,21.76490593,17.68
12467,35,36.09384537,35
12468,4,4.968611717,4
12469,21,22.74835396,21
