,汽车品牌,二手车价格,新车购入价格,行驶里程,使用时间,车牌所在地,外迁标准1,外迁标准2,变速箱,过户次数,上架时间,超值,急售,0过户,准新车,综合车况,外观检测
13689,凯迪拉克,15.3,37.98,9.18,57,云浮,0,0,1,1,3,1,0,0,0,3,2
13690,福特,17.0,34.71,7.28,42,郑州,0,0,1,0,30,0,0,1,0,3,0
13691,奔驰,16.0,64.91,26.09,109,郑州,0,1,1,0,120,0,0,1,0,3,4
13692,奔驰,15.5,30.22,1.91,80,沈阳,0,0,1,0,3,1,0,1,0,2,2
13693,沃尔沃,16.5,38.96,7.16,55,郑州,0,0,1,0,15,1,0,1,0,3,0
13694,奔驰,17.0,23.96,3.77,34,郑州,0,0,1,0,60,0,0,1,0,3,2
13695,宝马,16.0,48.3,12.15,92,郑州,0,1,1,0,15,0,0,1,0,3,0
13696,宝马,18.0,37.97,4.23,66,杭州,0,0,1,0,3,1,1,1,0,3,0
13697,上汽大通MAXUS,15.0,24.94,15.17,59,郑州,0,0,1,0,60,0,0,1,0,3,0
13698,起亚,16.0,32.22,16.07,75,郑州,0,1,1,0,60,0,0,1,0,1,7
13699,沃尔沃,16.8,47.75,6.08,66,温州,0,0,1,0,120,0,0,1,0,1,7
13700,大众,15.8,21.39,3.89,41,东莞,0,0,1,0,60,1,0,1,0,3,0
13701,奥迪,17.0,27.11,3.05,36,重庆,0,0,1,0,30,1,0,1,0,3,0
13702,奔驰,15.5,52.65,12.31,96,郑州,0,1,1,0,30,1,0,1,0,3,3
13703,吉利汽车,17.8,20.1,0.76,84,成都,0,0,1,1,7,0,1,0,1,3,1
13704,奔驰,16.8,43.2,6.44,82,郑州,0,0,1,0,15,0,0,1,0,3,0
13705,英菲尼迪,15.2,41.23,4.3,68,合肥,0,0,1,0,3,1,1,1,0,3,3
13706,奥迪,17.0,46.62,12.63,91,天津,0,1,1,0,3,0,0,1,0,0,2
13707,宝马,17.8,37.97,10.34,77,重庆,0,0,1,1,30,0,0,0,0,1,10
13708,奔驰,17.0,60.57,15.35,85,东莞,0,1,1,1,3,1,1,0,0,3,0
13709,路虎,17.88,44.29,9.72,61,郑州,0,0,1,0,120,1,0,1,0,3,4
13710,福特,15.88,29.29,7.69,53,郑州,0,0,1,0,30,1,0,1,0,3,1
13711,宝马,15.5,37.45,6.84,68,郑州,0,0,1,0,60,1,0,1,0,3,1
13712,丰田,18.0,21.69,6.06,41,郑州,0,0,1,0,30,0,0,1,0,3,0
13713,日产,16.0,26.84,3.08,29,重庆,0,0,1,0,3,0,0,1,0,3,0
13714,宝马,18.0,54.23,9.46,99,上海,0,1,1,0,3,1,0,1,0,3,0
13715,MINI,16.0,33.11,5.28,87,北京,0,0,1,0,3,1,1,1,0,2,3
13716,丰田,15.5,21.69,5.47,29,南阳,0,0,1,0,3,1,0,1,0,3,0
13717,宝马,15.0,34.39,6.89,48,佛山,0,0,1,0,3,0,0,1,0,2,3
13718,大众,18.0,29.29,1.53,23,上海,0,0,1,0,3,0,0,1,0,3,0
13719,奔驰,17.98,50.8,12.46,79,深圳,0,0,1,1,3,1,0,0,0,3,0
13720,沃尔沃,16.8,40.14,9.14,61,广州,0,0,1,3,1,0,0,0,0,2,4
13721,本田,16.0,28.96,9.71,67,重庆,0,0,1,1,3,1,0,0,0,2,3
13722,本田,15.35,24.94,3.68,72,北京,0,0,1,1,1,1,1,0,0,3,0
13723,红旗,15.0,23.21,1.79,27,深圳,0,0,1,0,1,1,0,1,0,3,0
13724,奥迪,16.8,27.7,3.65,46,北京,0,0,1,1,3,0,0,0,0,3,0
13725,奔驰,16.98,67.84,14.0,94,青岛,0,0,1,4,1,1,0,0,0,2,4
13726,奔驰,16.0,27.4,7.6,53,宁波,0,0,1,0,3,1,0,1,0,3,0
13727,本田,17.48,27.92,5.47,35,天津,0,0,1,0,1,1,0,1,0,2,4
13728,英菲尼迪,15.5,79.68,16.16,146,宁波,0,1,1,1,3,1,0,0,0,3,0
13729,依维柯,15.0,28.54,4.96,23,郑州,0,0,0,0,3,1,1,1,0,3,0
13730,宝马,16.8,37.97,6.17,74,北京,0,0,1,0,1,1,0,1,0,3,1
13731,本田,15.5,20.83,4.43,34,中山,0,0,1,0,3,1,1,1,0,3,0
13732,别克,15.98,26.03,4.48,21,武汉,0,0,1,0,1,1,0,1,0,3,0
13733,比亚迪,18.0,27.19,3.52,21,深圳,0,0,1,0,3,1,0,1,0,3,2
13734,宝马,16.8,47.65,5.61,70,重庆,0,0,1,0,3,1,0,1,0,3,0
13735,别克,18.0,26.03,0.94,108,衡水,0,0,1,0,3,1,0,1,1,3,0
13736,奥迪,15.2,51.3,12.26,116,北京,0,1,1,1,1,1,1,0,0,2,4
13737,宝马,17.2,76.37,13.87,103,重庆,0,1,1,1,3,0,0,0,0,3,5
13738,凯迪拉克,16.3,29.72,7.12,45,成都,0,0,1,2,1,0,1,0,0,3,0
13739,广汽传祺,15.0,23.53,5.72,49,沈阳,0,0,1,0,3,1,1,1,0,3,0
13740,雷克萨斯,16.0,32.35,7.25,78,廊坊,0,0,1,0,3,1,0,1,0,1,11
13741,大众,15.0,23.87,5.36,41,重庆,0,0,1,0,3,1,0,1,0,1,6
13742,沃尔沃,15.5,43.08,4.57,76,重庆,0,1,1,0,3,0,0,1,0,3,0
13743,奔驰,16.75,81.52,14.63,109,北京,0,1,1,0,1,1,1,1,0,3,0
13744,宝马,15.0,114.52,14.0,132,郑州,0,1,1,4,7,0,0,0,0,3,0
13745,宝马,16.88,34.74,7.59,61,成都,0,0,1,0,1,1,1,1,0,3,0
13746,丰田,17.6,23.86,0.75,23,上海,0,0,1,0,3,1,0,1,0,3,0
13747,路虎,15.98,39.95,9.1,58,佛山,0,0,1,0,1,1,0,1,0,3,0
13748,比亚迪,15.68,28.21,5.97,44,惠州,0,0,1,0,1,1,0,1,0,3,0
13749,领克,17.0,23.1,2.98,20,南宁,0,0,1,0,1,0,0,1,0,3,1
13750,奔驰,16.8,38.4,10.79,81,重庆,0,0,1,2,30,0,0,0,0,1,9
13751,沃尔沃,15.2,43.3,8.03,54,北京,0,0,1,0,3,1,0,1,0,3,3
13752,沃尔沃,15.29,41.13,4.44,67,郑州,0,0,1,0,3,1,1,1,0,3,1
13753,MINI,18.0,34.82,3.32,61,广州,0,0,1,0,7,0,0,1,0,1,8
13754,奥迪,16.5,41.62,8.89,70,上海,0,0,1,0,3,1,1,1,0,3,0
13755,宝马,17.99,41.06,3.46,42,上海,0,0,1,0,3,1,0,1,0,3,0
13756,奥迪,16.5,32.54,10.53,57,苏州,0,0,1,0,1,1,1,1,0,3,2
13757,宝马,17.8,47.28,11.04,85,重庆,0,0,1,1,30,0,0,0,0,1,13
13758,北京,15.3,22.24,3.04,29,深圳,0,0,1,2,1,1,0,0,0,3,2
13759,Jeep,16.99,33.63,6.62,46,郑州,0,0,1,1,120,0,0,0,0,2,3
13760,沃尔沃,16.0,43.3,5.58,72,沈阳,0,0,1,0,3,1,0,1,0,3,0
13761,别克,17.5,25.28,7.61,31,东莞,0,0,1,0,60,1,0,1,0,3,2
13762,凯迪拉克,15.0,44.49,8.48,63,苏州,0,0,1,0,1,1,1,1,0,3,0
13763,别克,15.8,23.75,2.3,25,苏州,0,0,1,0,1,1,0,1,0,3,0
13764,大众,15.0,23.87,2.05,53,青岛,0,0,1,0,1,1,0,1,0,3,3
13765,宝马,15.88,29.91,9.86,50,梅州,0,0,1,0,1,1,1,1,0,3,0
13766,宝马,18.0,54.16,6.53,109,北京,0,1,1,1,1,0,0,0,0,3,1
13767,奥迪,15.0,44.48,16.72,83,苏州,0,1,1,0,1,1,0,1,0,2,4
13768,奔驰,15.25,52.65,10.3,115,北京,0,1,1,0,1,1,0,1,0,3,0
13769,别克,17.3,29.3,8.9,51,佛山,0,0,1,1,1,1,1,0,0,3,3
13770,丰田,17.2,21.14,1.73,19,惠州,0,0,1,0,1,1,0,1,0,3,2
13771,宝马,17.9,35.38,13.28,65,北京,0,0,1,0,1,1,0,1,0,3,0
13772,本田,15.5,19.79,5.26,38,成都,0,0,1,2,1,1,0,0,0,3,4
13773,宝马,15.08,100.73,11.86,145,成都,1,1,1,0,1,1,1,1,0,3,0
13774,宝马,15.85,37.23,3.31,84,北京,0,1,1,0,1,1,1,1,0,3,0
13775,吉利汽车,17.2,20.1,0.9,84,镇江,0,0,1,0,7,0,0,1,1,3,0
13776,本田,15.2,23.86,6.38,44,北京,0,0,1,0,15,1,0,1,0,3,0
13777,Jeep,16.8,62.95,11.27,100,盘锦,0,1,1,2,7,1,1,0,0,1,11
13778,丰田,15.98,21.69,4.81,41,东莞,0,0,1,0,7,1,0,1,0,3,1
13779,宝马,16.6,37.97,4.1,42,佛山,0,0,1,0,15,1,0,1,0,3,0
13780,宝马,16.78,27.82,3.05,16,东莞,0,0,1,0,7,1,1,1,0,3,0
13781,雷克萨斯,15.5,27.35,9.6,53,北京,0,0,1,2,1,1,0,0,0,3,4
13782,奔驰,15.0,33.97,8.45,88,武汉,0,1,1,0,7,1,0,1,0,3,5
13783,宝马,17.0,37.97,9.32,74,苏州,0,0,1,1,1,1,0,0,0,1,7
13784,领克,16.8,21.58,2.75,24,苏州,0,0,1,2,3,1,1,0,0,3,0
13785,宝马,17.8,37.98,7.43,67,北京,0,0,1,1,1,1,1,0,0,3,0
13786,宝马,17.3,34.39,8.54,53,郑州,0,0,1,0,7,1,0,1,0,2,3
13787,奥迪,16.28,46.85,8.31,86,东莞,0,0,1,0,7,1,0,1,0,3,3
13788,英菲尼迪,16.12,41.23,5.1,64,北京,0,0,1,2,1,1,0,0,0,3,4
13789,凯迪拉克,17.0,32.55,5.23,37,商丘,0,0,1,0,15,1,1,1,0,3,2
13790,奥迪,15.98,24.86,1.57,17,厦门,0,0,1,0,7,1,0,1,0,3,0
13791,本田,16.99,31.78,6.96,66,石家庄,0,0,1,1,15,0,0,0,0,3,1
13792,奔驰,17.6,48.74,11.05,61,北京,0,0,1,2,7,1,1,0,0,3,3
13793,福特,15.98,24.62,0.36,25,重庆,0,0,1,1,7,1,0,0,0,3,0
13794,本田,17.88,27.51,4.71,55,南京,0,0,1,1,1,1,0,0,0,3,0
13795,奥迪,17.28,36.88,9.69,65,郑州,0,0,1,0,15,1,0,1,0,3,3
13796,本田,16.38,23.86,5.2,31,石家庄,0,0,1,1,15,1,1,0,0,3,3
13797,奔驰,17.68,27.61,2.22,38,郑州,0,0,1,1,1,1,0,0,0,3,2
13798,宝马,15.68,49.89,16.62,109,东莞,0,1,1,0,30,1,0,1,0,3,3
13799,奥迪,17.99,46.41,8.81,66,漳州,0,0,1,1,15,1,0,0,0,3,0
13800,奥迪,15.0,44.48,16.44,88,郑州,0,0,1,0,7,1,0,1,0,2,5
13801,宝马,15.98,23.65,2.79,15,成都,0,0,1,2,1,1,0,0,0,3,0
13802,大众,17.0,22.35,0.03,12,惠州,0,0,1,0,3,1,0,1,1,3,0
13803,丰田,17.9,26.03,5.18,50,南宁,0,0,1,1,7,1,1,0,0,3,0
13804,大众,16.68,23.98,3.73,21,惠州,0,0,1,0,1,1,0,1,0,3,0
13805,沃尔沃,17.98,44.16,4.4,48,郑州,0,0,1,0,7,1,0,1,0,3,0
13806,奔驰,16.8,33.97,6.83,78,武汉,0,0,1,0,1,0,0,1,0,0,0
13807,奥迪,17.0,43.22,15.48,83,北京,0,0,1,0,15,1,1,1,0,3,5
13808,别克,15.0,40.15,3.08,84,北京,0,0,1,0,7,1,1,1,0,1,10
13809,奥迪,16.8,44.48,8.17,104,天津,0,1,1,0,3,1,1,1,0,3,0
13810,宝马,17.28,38.41,9.97,66,东莞,0,0,1,0,30,1,0,1,0,2,5
13811,奔驰,17.98,40.05,12.63,87,北京,0,0,1,1,1,1,1,0,0,3,0
13812,宝马,17.3,32.3,3.68,44,郑州,0,0,1,0,15,1,0,1,0,3,1
13813,奔驰,16.99,48.09,5.9,99,北京,0,1,1,1,30,1,1,0,0,3,3
13814,奔驰,15.8,63.83,9.47,118,北京,0,1,1,1,15,1,0,0,0,3,1
13815,本田,16.0,18.75,8.35,41,黄石,0,0,1,0,3,0,0,1,0,3,0
13816,本田,15.8,20.52,1.47,17,佛山,0,0,1,0,7,1,0,1,0,0,0
13817,大众,16.28,29.92,9.07,35,上海,0,0,1,1,15,1,0,0,0,3,3
13818,宝马,18.0,57.75,11.48,94,广州,0,1,1,2,30,1,0,0,0,1,6
13819,宝马,15.0,48.74,7.21,99,宁波,0,0,1,2,15,1,0,0,0,3,0
13820,别克,15.0,40.15,6.51,75,北京,0,0,1,0,7,1,1,1,0,1,7
13821,丰田,18.0,32.0,9.85,71,金华,0,0,1,1,30,1,0,0,0,3,0
13822,大众,18.5,25.6,1.97,120,昆明,0,0,1,0,30,0,0,1,1,2,2
13823,奥迪,15.58,33.95,8.39,74,资阳,0,0,1,0,7,1,1,1,0,3,0
13824,英菲尼迪,19.5,52.08,2.99,80,广州,0,0,1,0,30,1,0,1,0,3,1
13825,宝马,17.23,38.41,9.23,63,郑州,0,0,1,0,7,1,0,1,0,1,6
13826,别克,16.9,27.12,0.44,12,商丘,0,0,1,0,3,1,0,1,1,3,0
13827,奔驰,20.0,33.97,7.94,62,鄂州,0,0,1,0,30,1,0,1,0,3,0
13828,宝马,19.8,37.98,6.48,58,大连,0,0,1,0,30,0,0,1,0,1,10
13829,丰田,19.0,32.0,7.44,63,北京,0,0,1,3,30,1,0,0,0,3,0
13830,宝马,18.88,34.39,3.03,45,金华,0,0,1,0,30,0,0,1,0,3,0
13831,奥迪,15.7,42.07,9.48,86,天津,0,0,1,0,7,1,0,1,0,3,0
13832,本田,19.0,21.69,10.41,18,北京,0,0,1,0,30,1,0,1,0,3,0
13833,凯迪拉克,18.8,32.55,3.45,48,成都,0,0,1,0,30,1,0,1,0,3,3
13834,本田,18.8,27.12,3.75,46,天津,0,0,1,0,30,1,0,1,0,3,0
13835,宝马,18.5,45.7,12.08,56,宜昌,0,0,1,0,30,1,0,1,0,3,0
13836,奔驰,18.0,54.06,20.32,80,东莞,0,0,1,0,30,1,0,1,0,3,0
13837,奔驰,20.0,28.65,3.29,29,沈阳,0,0,1,0,30,1,0,1,0,2,3
13838,奥迪,18.0,23.28,0.48,60,沈阳,0,0,1,0,30,1,1,1,1,3,0
13839,宝马,19.8,35.38,6.7,60,宁波,0,0,1,0,30,1,0,1,0,3,0
13840,丰田,19.3,26.03,2.59,19,北京,0,0,1,0,30,1,0,1,0,3,0
13841,奥迪,18.5,44.48,15.79,93,天津,0,0,1,2,30,1,1,0,0,1,13
13842,宝马,19.8,59.77,13.25,84,南京,0,0,1,1,30,0,0,0,0,3,3
13843,凯迪拉克,18.5,58.6,10.14,41,苏州,0,0,1,0,30,0,1,1,0,3,0
13844,宝马,19.5,109.09,14.2,134,昆明,0,1,1,2,30,1,0,0,0,1,6
13845,捷豹,18.0,34.28,3.58,35,湘潭,0,0,1,0,30,1,1,1,0,1,6
13846,宝马,19.5,34.74,5.94,65,北京,0,0,1,2,30,1,1,0,0,1,6
13847,宝马,20.0,45.7,7.23,58,东莞,0,0,1,0,30,1,0,1,0,3,0
13848,宝马,18.8,54.23,15.56,74,雅安,0,0,1,0,30,1,1,1,0,1,11
13849,奔驰,20.0,43.4,6.8,81,沈阳,0,0,1,0,30,1,0,1,0,2,3
13850,宝马,19.0,47.28,5.89,78,北京,0,0,1,0,30,1,1,1,0,3,4
13851,本田,15.5,32.54,11.37,62,北京,0,0,1,0,15,1,1,1,0,3,4
13852,本田,19.5,28.96,8.2,70,长春,0,1,1,0,30,1,0,1,0,3,0
13853,宝马,18.0,31.46,2.28,27,沈阳,0,0,1,0,30,1,1,1,0,2,1
13854,宝马,19.0,33.63,0.71,120,武汉,0,0,1,0,30,1,0,1,1,2,3
13855,宝马,18.2,33.63,4.21,35,扬州,0,0,1,0,30,1,0,1,0,3,0
13856,丰田,18.0,31.46,3.8,42,汕头,0,0,1,3,30,1,0,0,0,1,17
13857,奔驰,18.2,59.59,13.33,74,成都,0,0,1,0,30,1,1,1,0,1,7
13858,宝马,19.5,114.52,8.89,112,青岛,0,1,1,0,30,0,0,1,0,2,4
13859,宝马,19.0,195.17,13.68,110,淮北,0,1,1,2,30,1,0,0,0,2,1
13860,宝马,19.8,33.92,6.75,60,广州,0,0,1,0,30,1,0,1,0,3,0
13861,宝马,19.5,43.2,16.43,63,昆明,0,1,1,1,30,1,0,0,0,1,9
13862,奔驰,19.3,43.2,5.1,84,北京,0,0,1,2,30,1,0,0,0,3,0
13863,奥迪,18.5,32.65,6.5,43,成都,0,0,1,0,30,1,0,1,0,2,5
13864,奔驰,19.0,33.76,6.7,44,广州,0,0,1,1,30,1,0,0,0,3,0
13865,大众,18.0,23.65,3.13,24,上饶,0,0,1,0,30,1,0,1,0,3,0
13866,捷豹,18.5,44.29,3.22,57,大连,0,0,1,0,30,1,0,1,0,3,0
13867,宝马,19.66,36.88,6.76,29,深圳,0,0,1,0,30,1,0,1,0,3,0
13868,荣威,18.5,27.55,1.41,19,郑州,0,0,1,0,30,1,0,1,0,3,0
13869,丰田,19.3,23.86,1.45,39,北京,0,0,1,1,1,1,1,0,0,3,0
13870,本田,19.0,28.96,3.98,47,北京,0,0,1,0,30,1,0,1,0,3,0
13871,英菲尼迪,18.6,43.61,6.72,43,成都,0,0,1,0,30,1,0,1,0,3,1
13872,奔驰,19.0,34.17,12.81,56,深圳,0,0,1,0,30,1,0,1,0,3,0
13873,宝马,18.5,35.15,5.54,48,合肥,0,0,1,0,30,1,0,1,0,3,2
13874,宝马,19.7,53.69,11.94,112,天津,0,1,1,1,1,1,0,0,0,1,10
13875,奔驰,18.0,38.4,8.82,74,青岛,0,0,1,1,30,0,0,0,0,3,0
13876,奥迪,20.0,46.41,11.77,57,广州,0,0,1,0,30,1,1,1,0,3,2
13877,路虎,19.67,40.68,6.35,47,厦门,0,0,1,1,30,1,0,0,0,3,0
13878,Jeep,19.0,62.95,11.08,70,郑州,0,0,1,2,30,1,0,0,0,1,6
13879,奔驰,19.8,27.61,3.0,36,天津,0,0,1,0,30,1,0,1,0,3,0
13880,MINI,19.0,27.01,6.35,72,成都,0,0,1,1,1,1,1,0,0,3,0
13881,本田,19.5,30.37,4.87,45,吉安,0,0,1,0,30,1,0,1,0,3,2
13882,路虎,18.9,39.95,3.56,58,大连,0,0,1,0,30,1,0,1,0,3,0
13883,MINI,19.88,33.98,7.65,60,北京,0,0,1,0,30,1,0,1,0,3,3
13884,奥迪,18.0,44.48,7.39,84,大连,0,0,1,0,30,1,1,1,0,3,1
13885,雷克萨斯,18.0,34.52,14.05,63,沈阳,0,0,1,1,30,1,0,0,0,3,3
13886,宝马,20.0,96.72,20.46,107,郑州,0,1,1,0,30,1,0,1,0,1,7
13887,奥迪,19.0,33.32,9.2,48,吉安,0,0,1,0,30,1,1,1,0,3,2
13888,雷克萨斯,19.98,39.95,3.55,79,北京,0,0,1,2,1,0,0,0,0,2,2
13889,英菲尼迪,18.0,37.97,1.33,54,南京,0,0,1,0,30,1,0,1,0,3,0
13890,大众,18.0,30.37,3.25,33,池州,0,0,1,0,30,1,0,1,0,3,0
13891,丰田,18.4,67.08,10.57,108,北京,0,1,1,3,30,1,0,0,0,1,12
13892,丰田,20.0,28.09,6.94,71,廊坊,0,0,1,0,30,1,0,1,0,1,6
13893,丰田,20.0,32.0,7.79,58,北京,0,0,1,1,30,1,0,0,0,3,2
13894,路虎,18.6,50.8,4.65,54,成都,0,0,1,0,30,1,1,1,0,3,0
13895,奥迪,18.98,33.32,6.4,48,忻州,0,0,1,1,1,0,0,0,0,3,3
13896,宝马,19.1,38.41,8.65,58,成都,0,0,1,1,30,0,1,0,0,3,2
13897,丰田,19.6,32.0,7.49,66,东莞,0,0,1,0,30,0,0,1,0,3,4
13898,Jeep,19.08,82.48,9.45,95,重庆,0,0,1,0,30,1,0,1,0,3,2
13899,宝马,19.88,35.15,11.26,46,北京,0,0,1,1,1,1,0,0,0,3,0
13900,北京,18.5,21.16,3.02,132,昆明,0,0,1,0,30,0,0,1,0,3,0
13901,丰田,19.0,32.0,15.75,83,深圳,0,0,1,0,30,1,1,1,0,3,0
13902,雷克萨斯,18.3,43.2,7.49,59,宁波,0,0,1,0,30,1,0,1,0,3,0
13903,奔驰,20.0,120.27,14.65,123,汕头,0,1,1,3,30,0,0,0,0,1,13
13904,丰田,18.8,23.86,1.53,33,青岛,0,0,1,0,30,1,0,1,0,3,0
13905,奔驰,18.8,26.88,4.31,25,北京,0,0,1,3,1,0,0,0,0,3,0
13906,宝马,19.0,35.15,8.26,47,合肥,0,0,1,0,30,1,0,1,0,2,4
13907,大众,19.0,24.41,0.26,96,临沂,0,0,1,0,30,1,0,1,1,3,0
13908,宝马,19.0,36.88,5.91,29,重庆,0,0,1,0,15,0,0,1,0,2,5
13909,宝马,19.0,66.21,6.73,82,合肥,0,0,1,1,30,1,0,0,0,1,13
13910,奔驰,18.8,42.31,10.23,77,厦门,0,0,1,2,30,1,1,0,0,3,0
13911,福特,19.0,29.29,2.97,20,惠州,0,0,1,0,30,1,1,1,0,3,0
13912,别克,18.5,27.13,13.33,48,苏州,0,0,1,0,1,1,0,1,0,3,1
13913,奔驰,18.5,47.54,6.84,99,北京,0,1,1,2,1,0,0,0,0,3,4
13914,奔驰,18.8,38.4,7.19,80,北京,0,0,1,1,1,1,1,0,0,3,0
13915,日产,18.9,26.68,5.19,35,北京,0,0,1,0,1,1,0,1,0,3,0
13916,路虎,18.8,39.95,5.9,65,北京,0,0,1,0,1,1,0,1,0,3,0
13917,奥迪,19.9,46.41,8.87,73,北京,0,0,1,1,1,1,0,0,0,1,7
13918,凯迪拉克,19.0,32.55,7.91,37,苏州,0,0,1,0,1,1,1,1,0,3,0
13919,大众,18.2,102.9,10.73,149,北京,0,1,1,3,1,1,1,0,0,3,1
13920,凯迪拉克,18.5,31.45,7.03,41,徐州,0,0,1,1,1,1,0,0,0,3,3
13921,奥迪,20.0,44.48,6.23,93,北京,0,0,1,0,1,1,0,1,0,3,0
13922,英菲尼迪,18.8,67.08,16.2,87,北京,0,0,1,0,1,1,0,1,0,1,9
13923,宝马,18.0,35.36,12.01,76,贵阳,0,0,1,1,1,1,1,0,0,3,0
13924,宝马,19.98,47.28,8.72,86,北京,0,0,1,1,1,1,0,0,0,1,8
13925,英菲尼迪,18.98,67.08,9.35,89,北京,0,0,1,1,1,1,1,0,0,3,2
13926,宝马,18.0,54.49,10.8,94,成都,0,1,1,0,1,0,0,1,0,3,0
13927,沃尔沃,19.98,34.6,2.24,29,青岛,0,0,1,1,1,1,1,0,0,3,0
13928,丰田,18.2,23.86,1.75,38,深圳,0,0,1,0,1,1,1,1,0,3,0
13929,宝马,20.0,54.23,16.71,90,北京,0,0,1,0,1,0,0,1,0,3,2
13930,别克,19.6,27.13,5.62,53,北京,0,0,1,1,1,1,1,0,0,3,0
13931,本田,19.28,28.96,8.53,60,北京,0,0,1,1,1,1,0,0,0,1,7
13932,奔驰,20.0,51.99,4.67,87,贵阳,0,0,1,1,1,0,0,0,0,2,4
13933,奔驰,19.58,56.23,13.0,101,北京,0,1,1,3,1,1,0,0,0,3,3
13934,奔驰,18.6,30.14,6.12,59,北京,0,0,1,1,1,1,1,0,0,3,0
13935,丰田,18.3,53.17,13.23,141,北京,0,1,1,1,1,1,1,0,0,3,2
13936,奔驰,19.88,27.61,3.28,31,武汉,0,0,1,0,1,1,1,1,0,3,0
13937,丰田,18.88,30.37,9.8,45,郑州,0,0,1,0,1,1,0,1,0,3,2
13938,别克,18.8,25.28,2.35,30,天津,0,0,1,2,1,1,0,0,0,3,0
13939,北京,19.0,32.35,8.18,40,郑州,0,0,1,0,1,1,1,1,0,3,1
13940,广汽传祺,19.98,20.93,2.54,17,北京,0,0,1,0,1,1,0,1,0,3,0
13941,宝马,19.0,38.41,4.56,60,北京,0,0,1,0,1,1,1,1,0,3,0
13942,捷豹,19.98,36.67,3.4,38,北京,0,0,1,1,1,1,0,0,0,3,0
13943,奔驰,19.28,52.65,10.19,100,北京,0,1,1,1,1,1,1,0,0,3,0
13944,路虎,18.1,49.71,9.4,65,北京,0,0,1,1,1,1,0,0,0,3,0
13945,大众,18.3,28.53,6.59,33,郑州,0,0,1,0,1,1,1,1,0,3,2
13946,宝马,19.5,61.5,13.41,103,苏州,0,1,1,1,1,1,0,0,0,1,7
13947,奔驰,18.0,83.36,14.2,115,北京,0,1,1,1,1,1,0,0,0,1,7
13948,宝马,19.0,35.38,4.9,65,南宁,0,0,1,0,1,0,0,1,0,3,3
13949,奔驰,19.98,28.03,5.16,41,武汉,0,0,1,0,1,1,0,1,0,3,0
13950,林肯,18.68,32.54,3.58,26,合肥,0,0,1,1,1,1,0,0,0,3,0
13951,本田,18.88,23.86,3.24,23,沈阳,0,0,1,1,1,1,1,0,0,3,0
13952,奥迪,18.58,46.41,6.42,72,沈阳,0,1,1,1,1,1,1,0,0,3,0
13953,宝马,18.6,34.74,8.8,63,北京,0,0,1,3,1,1,0,0,0,3,2
13954,本田,19.8,27.92,3.78,34,玉林,0,0,1,0,1,1,1,1,0,3,0
13955,宝马,19.5,35.15,6.75,50,天津,0,0,1,1,1,1,1,0,0,3,2
13956,奔驰,19.25,57.53,11.19,83,苏州,0,0,1,0,1,1,0,1,0,1,10
13957,宝马,18.98,37.98,9.93,63,北京,0,0,1,2,1,1,1,0,0,3,0
13958,宝马,19.0,29.18,1.25,20,沈阳,0,0,1,0,1,1,0,1,0,3,0
13959,宝马,18.18,30.95,2.65,43,北京,0,0,1,0,1,1,0,1,0,3,0
13960,奥迪,18.9,37.22,6.01,45,贵阳,0,0,1,0,1,0,0,1,0,0,3
13961,奔驰,19.18,27.61,3.83,41,北京,0,0,1,1,1,1,0,0,0,3,0
13962,雷克萨斯,18.4,34.52,7.53,71,苏州,0,0,1,0,1,1,1,1,0,3,2
13963,凯迪拉克,18.78,28.19,2.22,23,北京,0,0,1,1,1,1,0,0,0,3,0
13964,宝马,19.5,33.63,0.24,14,北京,0,0,1,0,1,1,1,1,0,3,0
13965,宝马,18.58,30.95,3.98,35,北京,0,0,1,1,1,1,0,0,0,3,0
13966,丰田,18.98,35.91,9.38,81,广州,0,0,1,0,1,1,1,1,0,3,3
13967,奥迪,19.08,46.41,7.8,75,北京,0,0,1,1,1,1,0,0,0,3,5
13968,奔驰,20.0,158.26,14.16,125,茂名,0,1,1,0,1,1,0,1,0,3,0
13969,大众,19.38,27.12,1.75,12,铁岭,0,0,1,0,1,1,1,1,0,3,0
13970,奔驰,18.68,46.57,10.5,80,北京,0,0,1,1,1,1,0,0,0,2,4
13971,宝马,18.88,32.31,5.82,56,北京,0,0,1,0,1,1,0,1,0,3,0
13972,宝马,18.95,97.26,18.77,115,北京,0,1,1,1,1,1,1,0,0,3,0
13973,奔驰,19.68,27.61,1.85,26,北京,0,0,1,1,1,1,1,0,0,3,0
13974,MINI,18.75,34.6,9.13,71,北京,0,0,1,0,1,1,1,1,0,3,0
13975,英菲尼迪,20.0,67.08,5.94,72,北京,0,0,1,1,1,1,0,0,0,3,0
13976,本田,18.0,20.83,0.97,13,重庆,0,0,1,0,60,0,0,1,0,3,1
13977,奔驰,18.0,29.49,1.71,36,威海,0,0,1,0,3,1,0,1,0,3,0
13978,奔驰,20.0,34.17,5.81,57,成都,0,0,1,0,3,1,0,1,0,3,0
13979,奥迪,18.5,33.32,9.17,44,重庆,0,0,1,0,30,1,0,1,0,1,6
13980,丰田,19.8,32.0,9.95,84,重庆,0,0,1,0,60,0,0,1,0,1,8
13981,凯迪拉克,18.3,31.45,1.38,27,重庆,0,0,1,0,30,0,0,1,0,3,2
13982,奥迪,18.5,32.54,9.89,63,苏州,0,0,1,1,1,1,1,0,0,3,0
