,y_test,xgb_y_pred,y_test,,,,,,,,,,,
13265,23,22.72948074,23,,,,,,,,,,,
13266,18.8,17.00217247,18.8,,,,,,,,,,,
13267,18,21.7549324,18,,,,,,,,,,,
13268,16,15.95364571,16,,,,,,,,,,,
13269,14.38,14.67477322,14.38,,,,,,,,,,,
13270,20,19.99246788,20,,,,,,,,,,,
13271,15,14.92603683,15,,,,,,,,,,,
13272,4,4.99104166,4,,,,,,,,,,,
13273,38,37.47978592,38,,,,,,,,,,,
13274,6,6.573809147,6,,,,,,,,,,,
13275,21.5,23.74055099,21.5,,,,,,,,,,,
13276,20,19.87842178,20,,,,,,,,,,,
13277,17,18.46466255,17,,,,,,,,,,,
13278,33,23.37262154,33,,,,,,,,,,,
13279,14.5,14.80695248,14.5,,,,,,,,,,,
13280,13,13.00216007,13,,,,,,,,,,,
13281,11,11.09554482,11,,,,,,,,,,,
13282,28.5,23.30184746,28.5,,,,,,,,,,,
13283,3.1,3.089014769,3.1,,,,,,,,,,,
13284,4.5,5.070158482,4.5,,,,,,,,,,,
13285,14.5,10.15964031,14.5,,,,,,,,,,,
13286,14,14.24687767,14,,,,,,,,,,,
13287,20,17.45179939,20,,,,,,,,,,,
13288,6.5,5.73444128,6.5,,,,,,,,,,,
13289,28,24.65233994,28,,,,,,,,,,,
13290,12,11.9325037,12,,,,,,,,,,,
13291,22,25.23936081,22,,,,,,,,,,,
13292,2,1.966577291,2,,,,,,,,,,,
13293,3.8,4.243545055,3.8,,,,,,,,,,,
13294,39,36.69475937,39,,,,,,,,,,,
13295,15,15.05477428,15,,,,,,,,,,,
13296,7.48,6.190257072,7.48,,,,,,,,,,,
13297,22.18,21.25888252,22.18,,,,,,,,,,,
13298,13.5,15.58726692,13.5,,,,,,,,,,,
13299,3.9,2.127256393,3.9,,,,,,,,,,,
13300,9.18,8.784245491,9.18,,,,,,,,,,,
13301,19,18.99909401,19,,,,,,,,,,,
13302,18,17.94453049,18,,,,,,,,,,,
13303,18.8,18.59651566,18.8,,,,,,,,,,,
13304,14.08,14.10460472,14.08,,,,,,,,,,,
13305,38,38.21237183,38,,,,,,,,,,,
13306,4,5.169401646,4,,,,,,,,,,,
13307,11.98,13.52110004,11.98,,,,,,,,,,,
13308,12,12.0244875,12,,,,,,,,,,,
13309,8,5.966333866,8,,,,,,,,,,,
13310,3.2,3.68392539,3.2,,,,,,,,,,,
13311,1.98,2.110028267,1.98,,,,,,,,,,,
13312,28,28.08170509,28,,,,,,,,,,,
13313,24,24.02791977,24,,,,,,,,,,,
13314,17.28,18.20090485,17.28,,,,,,,,,,,
13315,18.8,20.49731064,18.8,,,,,,,,,,,
13316,27.5,26.22046471,27.5,,,,,,,,,,,
13317,18.2,13.99433041,18.2,,,,,,,,,,,
13318,20,18.51225281,20,,,,,,,,,,,
13319,13,13.09038258,13,,,,,,,,,,,
13320,14.8,10.495821,14.8,,,,,,,,,,,
13321,1.68,1.342201591,1.68,,,,,,,,,,,
13322,22.58,23.90556145,22.58,,,,,,,,,,,
13323,19,18.78988457,19,,,,,,,,,,,
13324,6.48,5.238141537,6.48,,,,,,,,,,,
13325,10.58,10.57239246,10.58,,,,,,,,,,,
13326,16.2,17.17142677,16.2,,,,,,,,,,,
13327,26,25.94392014,26,,,,,,,,,,,
13328,12.88,15.02561092,12.88,,,,,,,,,,,
13329,22,22.01044655,22,,,,,,,,,,,
13330,3.6,5.44641304,3.6,,,,,,,,,,,
13331,3.88,7.255170345,3.88,,,,,,,,,,,
13332,12,12.72151184,12,,,,,,,,,,,
13333,2.2,2.675653934,2.2,,,,,,,,,,,
13334,14.58,17.10722923,14.58,,,,,,,,,,,
13335,18,18.3180275,18,,,,,,,,,,,
13336,14.5,10.02736282,14.5,,,,,,,,,,,
13337,19.5,21.12301064,19.5,,,,,,,,,,,
13338,6.6,5.81401062,6.6,,,,,,,,,,,
13339,9.5,9.404371262,9.5,,,,,,,,,,,
13340,7.7,7.37254715,7.7,,,,,,,,,,,
13341,15.8,27.3256588,15.8,,,,,,,,,,,
13342,7.58,6.476177692,7.58,,,,,,,,,,,
13343,24.58,25.18800545,24.58,,,,,,,,,,,
13344,2.6,1.250488639,2.6,,,,,,,,,,,
13345,3.5,2.757474422,3.5,,,,,,,,,,,
13346,18,17.82127571,18,,,,,,,,,,,
13347,24,24.05809975,24,,,,,,,,,,,
13348,18,18.05079079,18,,,,,,,,,,,
13349,6.98,6.504134655,6.98,,,,,,,,,,,
13350,8,8.043503761,8,,,,,,,,,,,
13351,6.6,6.857779503,6.6,,,,,,,,,,,
13352,21.38,23.97990417,21.38,,,,,,,,,,,
13353,3,4.588543415,3,,,,,,,,,,,
13354,10.5,10.13004017,10.5,,,,,,,,,,,
13355,15.58,16.15049744,15.58,,,,,,,,,,,
13356,12,12.01896572,12,,,,,,,,,,,
13357,10,9.962376595,10,,,,,,,,,,,
13358,26,26.06438446,26,,,,,,,,,,,
13359,4,4.256566048,4,,,,,,,,,,,
13360,9.58,8.267263412,9.58,,,,,,,,,,,
13361,7.58,11.57653999,7.58,,,,,,,,,,,
13362,3.98,7.480079174,3.98,,,,,,,,,,,
13363,11.5,13.47943401,11.5,,,,,,,,,,,
13364,7.5,6.525716305,7.5,,,,,,,,,,,
13365,9.98,10.34232903,9.98,,,,,,,,,,,
13366,22.3,24.71380997,22.3,,,,,,,,,,,
13367,16,16.16905212,16,,,,,,,,,,,
13368,7.88,6.607076168,7.88,,,,,,,,,,,
13369,5.5,5.211277008,5.5,,,,,,,,,,,
13370,15.08,14.34188652,15.08,,,,,,,,,,,
13371,18.2,18.73895264,18.2,,,,,,,,,,,
13372,3.96,3.723545551,3.96,,,,,,,,,,,
13373,6.1,7.074569225,6.1,,,,,,,,,,,
13374,13.8,16.5176487,13.8,,,,,,,,,,,
13375,7.5,8.157471657,7.5,,,,,,,,,,,
13376,13.98,18.11890602,13.98,,,,,,,,,,,
13377,4,3.121942043,4,,,,,,,,,,,
13378,2.48,2.965088367,2.48,,,,,,,,,,,
13379,3,3.072964191,3,,,,,,,,,,,
13380,3,2.525752544,3,,,,,,,,,,,
13381,12,11.99952698,12,,,,,,,,,,,
13382,32,31.98725128,32,,,,,,,,,,,
13383,25,22.67250824,25,,,,,,,,,,,
13384,22.3,24.66067123,22.3,,,,,,,,,,,
13385,38.8,33.61206055,38.8,,,,,,,,,,,
13386,28,28.12952995,28,,,,,,,,,,,
13387,6,5.749439716,6,,,,,,,,,,,
13388,28,27.30323982,28,,,,,,,,,,,
13389,4.7,5.433754444,4.7,,,,,,,,,,,
13390,26.9,23.90283203,26.9,,,,,,,,,,,
13391,4.8,4.89972496,4.8,,,,,,,,,,,
13392,22.8,23.27412796,22.8,,,,,,,,,,,
13393,2.8,2.269951582,2.8,,,,,,,,,,,
13394,9.8,11.39401817,9.8,,,,,,,,,,,
13395,12,11.89726257,12,,,,,,,,,,,
13396,7.88,7.527539253,7.88,,,,,,,,,,,
13397,16,16.11090279,16,,,,,,,,,,,
13398,8.1,8.979680061,8.1,,,,,,,,,,,
13399,38.98,35.96307373,38.98,,,,,,,,,,,
13400,8,8.045900345,8,,,,,,,,,,,
13401,2.88,5.220380306,2.88,,,,,,,,,,,
13402,14.5,13.10475254,14.5,,,,,,,,,,,
13403,36.8,33.00003815,36.8,,,,,,,,,,,
13404,15.3,17.31667709,15.3,,,,,,,,,,,
13405,16.78,14.72455692,16.78,,,,,,,,,,,
13406,15,17.96209335,15,,,,,,,,,,,
13407,23,21.79178238,23,,,,,,,,,,,
13408,9.6,12.41348839,9.6,,,,,,,,,,,
13409,11.8,11.46003437,11.8,,,,,,,,,,,
13410,7.5,10.04590893,7.5,,,,,,,,,,,
13411,7,6.675500393,7,,,,,,,,,,,
13412,20,20.03906631,20,,,,,,,,,,,
13413,5,4.963882923,5,,,,,,,,,,,
13414,8,8.031404495,8,,,,,,,,,,,
13415,28,28.03771782,28,,,,,,,,,,,
13416,10,10.08807468,10,,,,,,,,,,,
13417,22.58,23.90050507,22.58,,,,,,,,,,,
13418,24,24.83022118,24,,,,,,,,,,,
13419,6,5.943557262,6,,,,,,,,,,,
13420,6.2,6.017401218,6.2,,,,,,,,,,,
13421,7.3,8.353258133,7.3,,,,,,,,,,,
13422,33,32.89903259,33,,,,,,,,,,,
13423,12.8,13.57787991,12.8,,,,,,,,,,,
13424,1.6,2.151493549,1.6,,,,,,,,,,,
13425,2.8,3.50418973,2.8,,,,,,,,,,,
13426,35.5,28.32198143,35.5,,,,,,,,,,,
13427,4.5,5.715402603,4.5,,,,,,,,,,,
13428,24,24.11055565,24,,,,,,,,,,,
13429,12.98,10.33742714,12.98,,,,,,,,,,,
13430,21.8,20.25440788,21.8,,,,,,,,,,,
13431,19,19.18776321,19,,,,,,,,,,,
13432,27,22.31118202,27,,,,,,,,,,,
13433,10,10.41774464,10,,,,,,,,,,,
13434,15.5,13.06572533,15.5,,,,,,,,,,,
13435,38,36.40198517,38,,,,,,,,,,,
13436,17,17.2216301,17,,,,,,,,,,,
13437,22,19.69127083,22,,,,,,,,,,,
13438,12,12.09562492,12,,,,,,,,,,,
13439,21.5,23.58727074,21.5,,,,,,,,,,,
13440,10.28,8.323834419,10.28,,,,,,,,,,,
13441,13.8,17.69164658,13.8,,,,,,,,,,,
13442,1.5,1.764029145,1.5,,,,,,,,,,,
13443,39,32.22221375,39,,,,,,,,,,,
13444,17.2,16.74323845,17.2,,,,,,,,,,,
13445,20,19.9150219,20,,,,,,,,,,,
13446,15,15.05228615,15,,,,,,,,,,,
13447,7,7.234416008,7,,,,,,,,,,,
13448,28,28.2020607,28,,,,,,,,,,,
13449,23,26.34774971,23,,,,,,,,,,,
13450,9,8.907784462,9,,,,,,,,,,,
13451,24,24.09634209,24,,,,,,,,,,,
13452,34,34.00676727,34,,,,,,,,,,,
13453,40,36.87595367,40,,,,,,,,,,,
13454,17.98,18.28079414,17.98,,,,,,,,,,,
13455,35,34.92255402,35,,,,,,,,,,,
13456,8,7.995737076,8,,,,,,,,,,,
13457,12,11.91700172,12,,,,,,,,,,,
13458,7.6,7.495355129,7.6,,,,,,,,,,,
13459,25,24.98786163,25,,,,,,,,,,,
13460,22,22.10667419,22,,,,,,,,,,,
13461,17,16.40764809,17,,,,,,,,,,,
13462,9.8,7.255265713,9.8,,,,,,,,,,,
13463,3.58,2.180633307,3.58,,,,,,,,,,,
13464,25,27.3140564,25,,,,,,,,,,,
13465,19,19.13627052,19,,,,,,,,,,,
13466,13.89,16.8697319,13.89,,,,,,,,,,,
13467,18,17.9393425,18,,,,,,,,,,,
13468,8.5,8.250683784,8.5,,,,,,,,,,,
13469,8.6,9.579596519,8.6,,,,,,,,,,,
13470,12.5,13.17079735,12.5,,,,,,,,,,,
13471,3.5,4.724339008,3.5,,,,,,,,,,,
13472,19,18.7867012,19,,,,,,,,,,,
13473,12,12.22579479,12,,,,,,,,,,,
13474,25,26.34676933,25,,,,,,,,,,,
13475,2.3,2.372874498,2.3,,,,,,,,,,,
13476,20,19.46809387,20,,,,,,,,,,,
13477,22.8,17.7848053,22.8,,,,,,,,,,,
13478,2,2.613442898,2,,,,,,,,,,,
13479,3,2.999902248,3,,,,,,,,,,,
13480,33,32.35424423,33,,,,,,,,,,,
13481,6,6.050361156,6,,,,,,,,,,,
13482,4.28,5.205334663,4.28,,,,,,,,,,,
13483,25.99,29.89451599,25.99,,,,,,,,,,,
13484,13,14.34305477,13,,,,,,,,,,,
13485,9.9,13.0991497,9.9,,,,,,,,,,,
13486,7.8,10.22387791,7.8,,,,,,,,,,,
13487,18,14.60007286,18,,,,,,,,,,,
13488,34,33.96421814,34,,,,,,,,,,,
13489,35,34.80245972,35,,,,,,,,,,,
13490,4.18,4.217108727,4.18,,,,,,,,,,,
13491,4.7,6.795027256,4.7,,,,,,,,,,,
13492,2.65,2.291463614,2.65,,,,,,,,,,,
13493,8,8.137861252,8,,,,,,,,,,,
13494,33.8,32.20593643,33.8,,,,,,,,,,,
13495,7.28,7.990511894,7.28,,,,,,,,,,,
13496,3,2.902561903,3,,,,,,,,,,,
13497,15.5,17.44645691,15.5,,,,,,,,,,,
13498,10.38,9.949827194,10.38,,,,,,,,,,,
13499,16.58,14.17125988,16.58,,,,,,,,,,,
13500,8,8.203645706,8,,,,,,,,,,,
13501,29,23.36249733,29,,,,,,,,,,,
13502,6,6.066440582,6,,,,,,,,,,,
13503,17.81,18.74841118,17.81,,,,,,,,,,,
13504,9.38,7.607714176,9.38,,,,,,,,,,,
13505,3,3.024188519,3,,,,,,,,,,,
13506,10,9.960656166,10,,,,,,,,,,,
13507,32.8,36.09818649,32.8,,,,,,,,,,,
13508,16,20.75590134,16,,,,,,,,,,,
13509,32.5,34.6263237,32.5,,,,,,,,,,,
13510,28,27.52744102,28,,,,,,,,,,,
13511,27,27.02592468,27,,,,,,,,,,,
13512,1.5,2.794374704,1.5,,,,,,,,,,,
13513,23,22.97798538,23,,,,,,,,,,,
13514,16.8,15.11446095,16.8,,,,,,,,,,,
13515,15,14.99886036,15,,,,,,,,,,,
13516,2,1.999189258,2,,,,,,,,,,,
13517,38,37.60485077,38,,,,,,,,,,,
13518,2,1.935517788,2,,,,,,,,,,,
13519,21.7,20.21774292,21.7,,,,,,,,,,,
13520,7.98,8.588756561,7.98,,,,,,,,,,,
13521,20.98,13.9623642,20.98,,,,,,,,,,,
13522,25,25.20745087,25,,,,,,,,,,,
13523,15.5,15.0425396,15.5,,,,,,,,,,,
13524,26.8,26.52626801,26.8,,,,,,,,,,,
13525,6,6.709258556,6,,,,,,,,,,,
13526,2,4.951454639,2,,,,,,,,,,,
13527,8,7.058506966,8,,,,,,,,,,,
13528,19.88,19.46702576,19.88,,,,,,,,,,,
13529,4,4.141224384,4,,,,,,,,,,,
13530,5.5,5.666532516,5.5,,,,,,,,,,,
13531,25,23.34936905,25,,,,,,,,,,,
13532,9.58,8.267792702,9.58,,,,,,,,,,,
13533,36,36.01618576,36,,,,,,,,,,,
13534,14,14.02712536,14,,,,,,,,,,,
13535,21.99,19.24273682,21.99,,,,,,,,,,,
13536,4.2,4.612123966,4.2,,,,,,,,,,,
13537,15.2,12.73630142,15.2,,,,,,,,,,,
13538,18,20.50052261,18,,,,,,,,,,,
13539,26,27.95785332,26,,,,,,,,,,,
13540,11.8,13.75170708,11.8,,,,,,,,,,,
13541,12,19.95609283,12,,,,,,,,,,,
13542,22.5,21.68893814,22.5,,,,,,,,,,,
13543,37.58,35.54383469,37.58,,,,,,,,,,,
13544,27.8,23.88434219,27.8,,,,,,,,,,,
13545,16.2,18.98483276,16.2,,,,,,,,,,,
13546,12.98,11.42271328,12.98,,,,,,,,,,,
13547,25,24.95692253,25,,,,,,,,,,,
13548,2,2.126639605,2,,,,,,,,,,,
13549,8.3,11.09097862,8.3,,,,,,,,,,,
13550,37.2,36.82328033,37.2,,,,,,,,,,,
13551,7.98,11.57383156,7.98,,,,,,,,,,,
13552,24.8,21.3212738,24.8,,,,,,,,,,,
13553,13.8,14.68250084,13.8,,,,,,,,,,,
13554,23,24.65872765,23,,,,,,,,,,,
13555,23.5,22.83938026,23.5,,,,,,,,,,,
13556,7.8,7.423519135,7.8,,,,,,,,,,,
13557,19,16.86340904,19,,,,,,,,,,,
13558,9.8,11.2377758,9.8,,,,,,,,,,,
13559,2.85,4.869418621,2.85,,,,,,,,,,,
13560,8.18,8.394518852,8.18,,,,,,,,,,,
13561,11.68,10.48763943,11.68,,,,,,,,,,,
13562,31.58,25.44383812,31.58,,,,,,,,,,,
13563,27.6,25.17505836,27.6,,,,,,,,,,,
13564,5,5.084373951,5,,,,,,,,,,,
13565,7.3,7.529254913,7.3,,,,,,,,,,,
13566,8.9,8.911991119,8.9,,,,,,,,,,,
13567,3,2.986458302,3,,,,,,,,,,,
13568,14.2,16.90956497,14.2,,,,,,,,,,,
13569,3.88,5.70051527,3.88,,,,,,,,,,,
13570,36,35.92047882,36,,,,,,,,,,,
13571,28.8,24.95782089,28.8,,,,,,,,,,,
13572,7.38,7.174313545,7.38,,,,,,,,,,,
13573,37,36.75350571,37,,,,,,,,,,,
13574,12.98,14.82506752,12.98,,,,,,,,,,,
13575,7.89,8.728473663,7.89,,,,,,,,,,,
13576,11.8,11.10472393,11.8,,,,,,,,,,,
13577,19,19.00671577,19,,,,,,,,,,,
13578,17,17.03355408,17,,,,,,,,,,,
13579,35,34.89687347,35,,,,,,,,,,,
13580,22,21.99097252,22,,,,,,,,,,,
13581,17,16.91294861,17,,,,,,,,,,,
13582,32.8,30.09917259,32.8,,,,,,,,,,,
13583,27.88,25.2478199,27.88,,,,,,,,,,,
13584,22.88,15.63429546,22.88,,,,,,,,,,,
13585,6.8,6.41981554,6.8,,,,,,,,,,,
13586,11,11.07072353,11,,,,,,,,,,,
13587,9.2,8.403297424,9.2,,,,,,,,,,,
13588,11,10.99593449,11,,,,,,,,,,,
13589,24,23.83201027,24,,,,,,,,,,,
13590,8,7.801595688,8,,,,,,,,,,,
13591,19.5,24.49755478,19.5,,,,,,,,,,,
13592,1.4,1.782534003,1.4,,,,,,,,,,,
13593,24,23.79244995,24,,,,,,,,,,,
13594,34.8,38.79985428,34.8,,,,,,,,,,,
13595,13.98,14.86492634,13.98,,,,,,,,,,,
13596,25.6,24.01166534,25.6,,,,,,,,,,,
13597,14,13.9907074,14,,,,,,,,,,,
13598,15,13.91213417,15,,,,,,,,,,,
13599,22,22.05353355,22,,,,,,,,,,,
13600,5.8,4.573409557,5.8,,,,,,,,,,,
13601,7,7.093992233,7,,,,,,,,,,,
13602,8,7.847554684,8,,,,,,,,,,,
13603,20,20.00642014,20,,,,,,,,,,,
13604,15,15.03830528,15,,,,,,,,,,,
13605,12.8,11.77033138,12.8,,,,,,,,,,,
13606,2.4,2.51809907,2.4,,,,,,,,,,,
13607,15,14.80518913,15,,,,,,,,,,,
13608,18.5,15.16228104,18.5,,,,,,,,,,,
13609,25,25.18240356,25,,,,,,,,,,,
13610,5,5.583745956,5,,,,,,,,,,,
13611,13.2,10.91911411,13.2,,,,,,,,,,,
13612,27,27.05589294,27,,,,,,,,,,,
13613,12,12.16495132,12,,,,,,,,,,,
13614,5.3,5.633478642,5.3,,,,,,,,,,,
13615,21,20.82312584,21,,,,,,,,,,,
13616,23.5,23.9840641,23.5,,,,,,,,,,,
13617,22,18.70664978,22,,,,,,,,,,,
13618,14.8,21.75823975,14.8,,,,,,,,,,,
13619,5,4.965772152,5,,,,,,,,,,,
13620,5.12,5.592479229,5.12,,,,,,,,,,,
13621,9.2,8.327240944,9.2,,,,,,,,,,,
13622,11.98,14.0613966,11.98,,,,,,,,,,,
13623,33.6,30.38232231,33.6,,,,,,,,,,,
13624,38,37.55907059,38,,,,,,,,,,,
13625,9,6.485741138,9,,,,,,,,,,,
13626,28.5,29.28694153,28.5,,,,,,,,,,,
13627,28.8,28.57205772,28.8,,,,,,,,,,,
13628,17.4,19.10947227,17.4,,,,,,,,,,,
13629,25.68,19.52362251,25.68,,,,,,,,,,,
13630,18.5,16.26522064,18.5,,,,,,,,,,,
13631,27,30.10916138,27,,,,,,,,,,,
13632,2.8,3.984936714,2.8,,,,,,,,,,,
13633,38.88,28.0086956,38.88,,,,,,,,,,,
13634,23.6,23.26983452,23.6,,,,,,,,,,,
13635,9.5,10.52970123,9.5,,,,,,,,,,,
13636,20.2,18.0487709,20.2,,,,,,,,,,,
13637,23.9,24.69962692,23.9,,,,,,,,,,,
13638,22.72,20.54794502,22.72,,,,,,,,,,,
13639,15,15.05435276,15,,,,,,,,,,,
13640,39,38.74404526,39,,,,,,,,,,,
13641,11.2,9.943525314,11.2,,,,,,,,,,,
13642,18,17.92471123,18,,,,,,,,,,,
13643,11.38,13.50878716,11.38,,,,,,,,,,,
13644,10.2,10.8631258,10.2,,,,,,,,,,,
13645,5,5.81567812,5,,,,,,,,,,,
13646,11.5,11.69143295,11.5,,,,,,,,,,,
13647,19,19.19711113,19,,,,,,,,,,,
13648,20,19.96593094,20,,,,,,,,,,,
13649,14.28,12.29961109,14.28,,,,,,,,,,,
13650,11,11.12687302,11,,,,,,,,,,,
13651,11.8,13.16251469,11.8,,,,,,,,,,,
13652,12.98,12.12457085,12.98,,,,,,,,,,,
13653,24,23.99692917,24,,,,,,,,,,,
13654,25,24.98461914,25,,,,,,,,,,,
13655,4,3.369480133,4,,,,,,,,,,,
13656,1,1.723455429,1,,,,,,,,,,,
13657,35,35.29197311,35,,,,,,,,,,,
13658,1.65,1.247733712,1.65,,,,,,,,,,,
13659,16,16.06564713,16,,,,,,,,,,,
13660,6.6,8.717122078,6.6,,,,,,,,,,,
13661,17,18.30747986,17,,,,,,,,,,,
13662,2,2.225419283,2,,,,,,,,,,,
13663,2,2.1157763,2,,,,,,,,,,,
13664,12,12.14443207,12,,,,,,,,,,,
13665,7,6.921892643,7,,,,,,,,,,,
13666,6,6.296943188,6,,,,,,,,,,,
13667,24,22.55181885,24,,,,,,,,,,,
13668,12.28,11.39339161,12.28,,,,,,,,,,,
13669,16.98,16.25401688,16.98,,,,,,,,,,,
13670,20.8,21.28015137,20.8,,,,,,,,,,,
13671,16,26.18795586,16,,,,,,,,,,,
13672,26,26.22831535,26,,,,,,,,,,,
13673,8,8.149814606,8,,,,,,,,,,,
13674,17.8,18.21125412,17.8,,,,,,,,,,,
13675,15.8,16.50463295,15.8,,,,,,,,,,,
13676,18.4,14.65374565,18.4,,,,,,,,,,,
13677,21,21.37514687,21,,,,,,,,,,,
13678,7.5,10.48434639,7.5,,,,,,,,,,,
13679,10.5,12.71304607,10.5,,,,,,,,,,,
13680,17,19.6999855,17,,,,,,,,,,,
13681,8,8.573139191,8,,,,,,,,,,,
13682,14,14.18153286,14,,,,,,,,,,,
13683,5.6,6.039063931,5.6,,,,,,,,,,,
13684,38.6,27.51767921,38.6,,,,,,,,,,,
13685,16.68,16.31542206,16.68,,,,,,,,,,,
13686,16.36,12.72747326,16.36,,,,,,,,,,,
13687,8.28,9.380038261,8.28,,,,,,,,,,,
13688,7.28,7.689799786,7.28,,,,,,,,,,,
13689,14,15.57406139,14,,,,,,,,,,,
13690,34,33.94178009,34,,,,,,,,,,,
13691,21,21.70939255,21,,,,,,,,,,,
13692,5,5.211752892,5,,,,,,,,,,,
13693,8.2,9.517869949,8.2,,,,,,,,,,,
13694,12.98,10.3852644,12.98,,,,,,,,,,,
13695,32,32.11701202,32,,,,,,,,,,,
13696,16.2,17.11346626,16.2,,,,,,,,,,,
13697,13.88,9.736488342,13.88,,,,,,,,,,,
13698,15.1,15.94818497,15.1,,,,,,,,,,,
13699,15,15.01928043,15,,,,,,,,,,,
13700,16.8,16.3502636,16.8,,,,,,,,,,,
13701,6.58,6.412243366,6.58,,,,,,,,,,,
13702,7.5,9.321112633,7.5,,,,,,,,,,,
13703,15.98,16.07207108,15.98,,,,,,,,,,,
13704,6.8,8.922657967,6.8,,,,,,,,,,,
13705,7.3,7.9544487,7.3,,,,,,,,,,,
13706,13,14.9926796,13,,,,,,,,,,,
13707,3.5,3.694156647,3.5,,,,,,,,,,,
13708,7,7.117746353,7,,,,,,,,,,,
13709,18.5,20.02397919,18.5,,,,,,,,,,,
13710,21,24.88879013,21,,,,,,,,,,,
13711,18.8,20.15978813,18.8,,,,,,,,,,,
13712,12.18,13.44235611,12.18,,,,,,,,,,,
13713,18,17.90696716,18,,,,,,,,,,,
13714,19,21.83866119,19,,,,,,,,,,,
13715,15,17.1229248,15,,,,,,,,,,,
13716,20.8,22.2385807,20.8,,,,,,,,,,,
13717,14.6,17.7730484,14.6,,,,,,,,,,,
13718,34,34.29535294,34,,,,,,,,,,,
13719,20,19.70326042,20,,,,,,,,,,,
13720,5.8,9.040863991,5.8,,,,,,,,,,,
13721,9,10.50722122,9,,,,,,,,,,,
13722,10,6.978080273,10,,,,,,,,,,,
13723,14.5,15.07269001,14.5,,,,,,,,,,,
13724,18.9,22.52339935,18.9,,,,,,,,,,,
13725,27,26.73596954,27,,,,,,,,,,,
13726,1.5,1.64220643,1.5,,,,,,,,,,,
13727,16,15.31993866,16,,,,,,,,,,,
13728,1.6,2.575373173,1.6,,,,,,,,,,,
13729,33,32.74417496,33,,,,,,,,,,,
13730,11.2,11.83934307,11.2,,,,,,,,,,,
13731,14.38,15.26486397,14.38,,,,,,,,,,,
13732,15.18,15.23442078,15.18,,,,,,,,,,,
13733,3.98,3.808500051,3.98,,,,,,,,,,,
13734,20,11.55929947,20,,,,,,,,,,,
13735,9.5,8.463359833,9.5,,,,,,,,,,,
13736,6.88,7.309348106,6.88,,,,,,,,,,,
13737,22.8,22.74782562,22.8,,,,,,,,,,,
13738,6.8,10.17507553,6.8,,,,,,,,,,,
13739,24,23.92281151,24,,,,,,,,,,,
13740,35.8,32.2260437,35.8,,,,,,,,,,,
13741,16.5,20.98148155,16.5,,,,,,,,,,,
13742,23.6,21.95001984,23.6,,,,,,,,,,,
13743,4.5,6.906276226,4.5,,,,,,,,,,,
13744,19.3,17.95642471,19.3,,,,,,,,,,,
13745,15,19.361166,15,,,,,,,,,,,
13746,18.3,18.66733742,18.3,,,,,,,,,,,
13747,12,11.83274174,12,,,,,,,,,,,
13748,7.5,7.796447277,7.5,,,,,,,,,,,
13749,10,9.410831451,10,,,,,,,,,,,
13750,3.98,2.684622288,3.98,,,,,,,,,,,
13751,4,4.028329849,4,,,,,,,,,,,
13752,19.5,16.16290855,19.5,,,,,,,,,,,
13753,12,12.0115366,12,,,,,,,,,,,
13754,6.2,8.880249977,6.2,,,,,,,,,,,
13755,6,7.200731277,6,,,,,,,,,,,
13756,14.5,12.83914089,14.5,,,,,,,,,,,
13757,7.3,6.462480545,7.3,,,,,,,,,,,
13758,16.5,17.67239571,16.5,,,,,,,,,,,
13759,23.38,21.48369598,23.38,,,,,,,,,,,
13760,26,25.98986244,26,,,,,,,,,,,
13761,10,11.18452168,10,,,,,,,,,,,
13762,10.88,10.58910465,10.88,,,,,,,,,,,
13763,17.2,18.82560921,17.2,,,,,,,,,,,
13764,28.58,26.95993423,28.58,,,,,,,,,,,
13765,11.6,11.30466938,11.6,,,,,,,,,,,
13766,4.98,7.31700182,4.98,,,,,,,,,,,
13767,9.5,13.65979195,9.5,,,,,,,,,,,
13768,4.5,5.636649609,4.5,,,,,,,,,,,
13769,9,9.113675117,9,,,,,,,,,,,
13770,7.88,8.881525993,7.88,,,,,,,,,,,
13771,4.5,4.65156889,4.5,,,,,,,,,,,
13772,15.88,14.92635536,15.88,,,,,,,,,,,
13773,16,17.15846062,16,,,,,,,,,,,
13774,19.68,17.45305443,19.68,,,,,,,,,,,
13775,9,8.997665405,9,,,,,,,,,,,
13776,2,2.16025877,2,,,,,,,,,,,
13777,22,21.99251556,22,,,,,,,,,,,
13778,9.9,10.75419998,9.9,,,,,,,,,,,
13779,14.8,9.776158333,14.8,,,,,,,,,,,
13780,2.5,1.999152064,2.5,,,,,,,,,,,
13781,1.8,1.930918455,1.8,,,,,,,,,,,
13782,1.5,1.519555807,1.5,,,,,,,,,,,
13783,9,10.12285328,9,,,,,,,,,,,
13784,10.88,9.448827744,10.88,,,,,,,,,,,
13785,25.5,24.21130753,25.5,,,,,,,,,,,
13786,24.2,23.84412956,24.2,,,,,,,,,,,
13787,10,9.256961823,10,,,,,,,,,,,
13788,18.5,18.09083557,18.5,,,,,,,,,,,
13789,1.28,1.882462502,1.28,,,,,,,,,,,
13790,16,15.46706104,16,,,,,,,,,,,
13791,25,25.41510963,25,,,,,,,,,,,
13792,16.78,14.14312077,16.78,,,,,,,,,,,
13793,25,25.04238701,25,,,,,,,,,,,
13794,21,21.22618675,21,,,,,,,,,,,
13795,11.3,13.42674923,11.3,,,,,,,,,,,
13796,1.88,2.008275032,1.88,,,,,,,,,,,
13797,24,24.16868401,24,,,,,,,,,,,
